id,pred_frame,true_frame
784270|GCF_036330325.1|NZ_JAZDRO010000002.1_cds_WP_330195902.1_1345|0|-2,-2,-2
349721|None|JAVDSH010000005.1_cds_MDR6638868.1_2490|0|-2,-2,-2
597785|GCF_000265405.1|NC_018010.1_cds_WP_041779253.1_1152|0S|1,1,1
141846|GCF_002927635.1|NZ_PRDS01000018.1_cds_WP_170063460.1_2883|0S|1,1,1
748400|GCF_000971155.1|NZ_BBLX01000005.1_cds_WP_228373799.1_1320|0|3,3,3
448610|GCF_900115905.1|NZ_FOYD01000002.1_cds_WP_090536924.1_1702|0|-3,-3,-3
656272|None|CP069421.1_cds_QUA52704.1_2654|0|2,2,2
965707|None|JADYTY010000007.1_cds_MCF2600768.1_2010|0|1,1,1
164472|None|JAASRU010000001.1_cds_NIK10803.1_168|0|1,1,1
991275|None|CP070743.1_cds_UCE63015.1_1791|0|1,1,1
595983|None|JAUDEF010000032.1_cds_MDM8286585.1_1272|0S|-2,-2,-2
739796|None|JAATEJ010000011.1_cds_NJP44950.1_919|0SS|-2,-2,-2
988445|GCF_024648885.1|NZ_JANBBF010000010.1_cds_WP_258937210.1_2411|0|2,2,2
540645|GCF_039540695.1|NZ_BAABFF010000001.1_cds_WP_346075599.1_755|0S|-3,-3,-3
781315|GCF_036330325.1|NZ_JAZDRO010000001.1_cds_WP_330194792.1_236|0|3,3,3
17339|None|JAKNIW010000002.1_cds_MCG4521949.1_1247|0|1,1,1
366063|GCF_024330465.1|NZ_JANDWP010000004.1_cds_WP_254972977.1_2016|0|-3,-3,-3
902802|None|BAAAOL010000003.1_cds_GAA2129664.1_1511|0|1,1,1
151881|GCF_010993775.1|NZ_WOTO01000047.1_cds_WP_163572067.1_6777|0|-3,2,-3
475053|GCF_003439255.1|NZ_QSVB01000008.1_cds_WP_117495395.1_2888|0|1,1,1
966665|None|JADYTY010000009.1_cds_MCF2600905.1_2161|0|-2,-2,-2
650939|None|JAHQUX010000082.1_cds_MBU9916062.1_4339|0|-2,-2,-2
750891|GCF_030282825.1|NZ_JASTZU010000036.1_cds_WP_285932251.1_2247|0S|-2,-2,-2
412202|None|SIUB01000008.1_cds_TBN48268.1_3116|0|3,3,3
641302|None|CP076020.1_cds_QWB99672.1_1135|0|-3,-3,-3
305300|GCF_025370715.1|NZ_JAMXEY010000041.1_cds_WP_261250954.1_3758|0|3,3,3
261931|None|JAPFAU010000025.1_cds_MDI3351481.1_366|0S|3,3,3
61006|None|CP116498.1_cds_WMC17398.1_158|0|2,2,2
896247|None|JBDZDO010000007.1_cds_MEP9351165.1_3895|0|-3,-3,-3
728617|None|PIPY01000007.1_cds_RUO60202.1_1868|0|-3,-3,-3
847926|None|WNJW01000009.1_cds_NEW68174.1_1810|0|1,1,1
125004|GCF_021919345.1|NZ_CP089293.1_cds_WP_189075496.1_2172|0S|-3,-3,-3
612125|GCF_004359705.1|NZ_SDQI01000003.1_cds_WP_133419691.1_1400|0|-2,-2,-2
881639|None|FOUA01000006.1_cds_SFM23022.1_2705|0S|2,-2,2
913914|None|CP064782.1_cds_QWT49585.1_576|0|2,2,2
590612|None|QTMI01000004.1_cds_RJV44695.1_2173|0S|-1,-1,-1
274964|GCF_036211565.1|NZ_JARMBX010000004.1_cds_WP_327855871.1_218|0|1,1,1
669179|GCF_011038955.1|NZ_JAAKED010000024.1_cds_WP_165055587.1_855|0S|-1,-1,-1
153572|None|CP002305.1_cds_ADQ18243.1_2447|0|3,3,3
549806|None|JAAISP010000006.1_cds_NSJ03601.1_2755|0|1,-2,1
197971|GCF_021531495.1|NZ_JADYTY010000004.1_cds_WP_235320369.1_1705|0|3,3,3
737980|GCF_020555565.1|NZ_JAJCIV010000042.1_cds_WP_227080880.1_2508|0|-1,-1,-1
434087|None|CP137817.1_cds_WPB50216.1_4094|0S|-3,-3,-3
866614|GCF_014196455.1|NZ_JACIDS010000004.1_cds_WP_183399988.1_3348|0|2,2,2
982453|None|CP068393.1_cds_QUC68440.1_1378|0S|3,-3,3
201377|GCF_002899695.1|NZ_PPEL01000152.1_cds_WP_087195435.1_2606|0|3,3,3
614547|GCF_029834475.1|NZ_CP122407.1_cds_WP_279765853.1_2404|0S|-1,-1,-1
556460|GCF_013283115.1|NZ_WBXW01000003.1_cds_WP_254449719.1_2000|0|-3,-3,-3
456120|GCF_031296935.1|NZ_JAVDPD010000019.1_cds_WP_309399294.1_2524|0S|3,3,3
795384|GCF_028368535.1|NZ_JAQNCF010000022.1_cds_WP_022220735.1_954|0|-3,-3,-3
403504|None|UGTJ01000001.1_cds_SUB79968.1_1608|0|1,1,1
502704|GCF_003725335.1|NZ_QIBY01000001.1_cds_WP_123184610.1_180|0S|-1,-1,-1
462789|None|CP070719.1_cds_UCF29944.1_1484|0S|3,3,3
929753|None|QRUX01000017.1_cds_RGS01307.1_863|0|-1,-1,-1
565141|GCF_008180855.1|NZ_VTEY01000004.1_cds_WP_148969552.1_3170|0|-1,-1,-1
174186|None|JADKRS010000001.1_cds_MBF4616906.1_444|0|-3,-3,-3
41660|GCF_019904275.1|NZ_CP063204.1_cds_WP_223090185.1_3932|0S|1,1,1
398337|None|QRSU01000039.1_cds_RGQ06733.1_1809|0S|-3,-3,-3
513015|None|FMZC01000030.1_cds_SDE75342.1_3583|0|1,1,1
333090|GCF_019125475.1|NZ_JAHOAY010000001.1_cds_WP_003537061.1_928|0S|-3,-3,-3
510876|None|FQZA01000004.1_cds_SHJ03292.1_1935|0|3,3,3
973073|GCF_039542095.1|NZ_BAABHM010000004.1_cds_WP_253871271.1_687|0S|-2,-2,-2
920421|None|JAAINW010000001.1_cds_NSE11885.1_1135|0|-3,-3,-3
722024|GCF_002868715.1|NZ_PKLZ01000010.1_cds_WP_101522095.1_787|0|2,2,2
713385|GCF_902363855.1|NZ_CABJBQ010000090.1_cds_WP_118029234.1_2526|0|-3,-3,-3
413876|GCF_021390335.1|NZ_JAJUXK010000005.1_cds_WP_233793248.1_3656|0S|-3,-3,-3
686290|GCF_001705635.1|NZ_MDGV01000016.1_cds_WP_068506917.1_3879|0|-2,-2,-2
698154|None|VZBS01000078.1_cds_MQN98963.1_193|0|-3,-3,-3
567145|GCF_008180855.1|NZ_VTEY01000009.1_cds_WP_148970907.1_4632|0S|-1,-1,-1
112068|GCF_002020875.1|NZ_MPRL01000023.1_cds_WP_078483437.1_1196|0S|-1,-1,-1
693061|GCF_018785505.1|NZ_WQPX01000233.1_cds_WP_215657562.1_1402|0S|2,2,2
194698|None|SLWL01000011.1_cds_TCO11852.1_2590|0|2,2,2
187834|GCF_032164355.1|NZ_CP134402.1_cds_WP_313796197.1_3094|0|1,1,1
246902|None|JAEAGR010000001.1_cds_MBH1939616.1_350|0|1,1,1
904757|GCF_963865715.1|NZ_CAWMCW010000456.1_cds_WP_007306239.1_2540|0|2,2,2
925632|None|QZDC01000001.1_cds_MCW5229816.1_32|0|1,1,1
677976|None|JAGFNY010000027.1_cds_MBW7570733.1_1460|0S|1,1,1
613220|GCF_036689695.1|NZ_JBAGIY010000002.1_cds_WP_332893436.1_365|0S|1,1,1
955667|None|JADYTY010000018.1_cds_MCF2601383.1_466|0|1,1,1
263350|None|QRWQ01000003.1_cds_RGT40448.1_1916|0|1,1,1
509193|GCF_027257935.1|NZ_JANZKW010000002.1_cds_WP_269532583.1_1873|0|2,2,2
186677|GCF_032164355.1|NZ_CP134402.1_cds_WP_313795452.1_1980|0S|1,1,1
532066|GCF_024171895.1|NZ_JAMTCQ010000009.1_cds_WP_253863955.1_2356|0|3,3,3
922427|None|JAJUXH010000013.1_cds_MCE6991301.1_324|0|-1,3,-1
946143|None|BLAD01000057.1_cds_GES02307.1_4368|0|-3,-3,-3
899138|None|CP022987.1_cds_QAA92585.1_205|0|2,2,2
450567|GCF_014192335.1|NZ_JACHXU010000030.1_cds_WP_184309042.1_5442|0|2,2,2
590323|None|QTMI01000003.1_cds_RJV45052.1_1703|0S|3,3,3
918188|None|JARTFM010000006.1_cds_MED4375033.1_935|0SS|-3,-3,-3
589834|None|QTMI01000001.1_cds_RJV48004.1_855|0|-2,-2,-2
102873|GCF_018128945.1|NZ_CP068393.1_cds_WP_093956901.1_2846|0|3,3,3
104023|None|BSPX01000025.1_cds_GLT22467.1_1918|0|2,2,2
532187|GCF_024171895.1|NZ_JAMTCQ010000010.1_cds_WP_253864145.1_2447|0|-1,-1,-1
866290|GCF_014196455.1|NZ_JACIDS010000004.1_cds_WP_183399787.1_3123|0S|3,3,3
82569|GCF_001570745.1|NZ_BCSG01000044.1_cds_WP_067851362.1_2439|0|-1,-1,-1
760627|GCF_008974265.1|NZ_BKZW01000002.1_cds_WP_162005462.1_4190|0|1,1,1
122751|GCF_025685425.1|NZ_JAGTAS010000056.1_cds_WP_317889987.1_3542|0|-2,-2,-2
357841|GCF_902374375.1|NZ_CABKPU010000017.1_cds_WP_007557852.1_3384|0S|3,3,3
602417|None|CP051180.1_cds_QIZ78762.1_48|0S|1,1,1
322294|None|CP039766.1_cds_QHR20884.1_558|0|-3,-3,-3
423293|None|CP070727.1_cds_UCF06399.1_999|0|1,1,1
259501|GCF_004343035.1|NZ_SMCQ01000018.1_cds_WP_132226421.1_2262|0SS|-2,-2,-2
496801|GCF_028736955.1|NZ_JAQZDX010000001.1_cds_WP_273569802.1_21|0|-3,-3,-3
161493|GCF_027925485.1|NZ_BSDX01000001.1_cds_WP_141266442.1_1402|0|1,1,1
360240|GCF_025149125.1|NZ_CP102272.1_cds_WP_117777112.1_2138|0|1,1,1
41930|None|CP073801.1_cds_UTH03672.1_1040|0|1,1,1
837272|GCF_004342725.1|NZ_SMCP01000005.1_cds_WP_132966766.1_1373|0S|-1,-1,-1
515031|None|JBBBBM010000009.1_cds_MEI5629782.1_4134|0|2,2,2
845136|GCF_900116565.1|NZ_FPCJ01000001.1_cds_WP_092460122.1_1885|0|3,3,3
472491|GCF_003439255.1|NZ_QSVB01000010.1_cds_WP_117606639.1_419|0|-1,-1,-1
126068|None|AZDI01000003.1_cds_KRK46030.1_975|0|2,2,2
476757|None|RKRF01000007.1_cds_RPF55976.1_734|0|-1,-1,-1
623178|None|ANMO01000116.1_cds_EMB16779.1_2412|0|-1,-1,-1
207914|GCF_900142675.1|NZ_FRBS01000002.1_cds_WP_063609736.1_1498|0|-3,-3,-3
645333|GCF_900099605.1|NZ_FNDK01000001.1_cds_WP_091270929.1_1092|0S|-3,-3,-3
791070|GCF_000971215.1|NZ_BBMA01000004.1_cds_WP_062520552.1_1438|0S|-3,-3,-3
218618|None|CP101517.1_cds_UTV35968.1_3084|0|2,2,2
986068|GCF_039539925.1|NZ_BAABEB010000013.1_cds_WP_248593469.1_3397|0S|1,1,1
618316|GCF_029017505.1|NZ_JAQGEI010000011.1_cds_WP_275097640.1_1679|0S|1,1,1
69698|None|CP102983.1_cds_WMC19603.1_149|0|3,-1,3
832679|GCF_020166515.1|NZ_JAINZT010000005.1_cds_WP_224490111.1_1702|0S|-2,-2,-2
894503|None|CP070690.1_cds_UCG18765.1_122|0S|-2,-2,-2
306960|None|LR214992.1_cds_VEU65211.1_36|0S|1,1,1
785927|GCF_036330325.1|NZ_JAZDRO010000004.1_cds_WP_330196558.1_1988|0|-1,1,-1
648491|GCF_031451775.1|NZ_JARWAO010000003.1_cds_WP_251589872.1_1507|0S|-2,-2,-2
543707|GCF_026427675.1|NZ_CP107525.1_cds_WP_109537307.1_701|0|1,1,1
876827|GCF_003472625.1|NZ_QRMI01000009.1_cds_WP_118278871.1_2654|0|2,2,2
582044|GCF_016899535.1|NZ_JACJIX010000048.1_cds_WP_007571344.1_1897|0|1,-2,1
166598|None|JAASRU010000016.1_cds_NIK13166.1_2531|0S|-3,-3,-3
262304|None|WKQO01000011.1_cds_MSD10603.1_130|0SS|-2,-2,-2
400666|GCF_030548245.1|NZ_JAUORW010000011.1_cds_WP_303523067.1_567|0|-3,-3,-3
912278|GCF_033100255.1|NZ_CP136923.1_cds_WP_306397652.1_2248|0|-1,-1,-1
745452|GCF_014290175.1|NZ_JACOOR010000004.1_cds_WP_186872120.1_1694|0|-1,1,-1
310336|None|PIWO01000021.1_cds_PKE58119.1_960|0|3,3,3
712749|GCF_019702405.1|NZ_JAHHFP010000025.1_cds_WP_124212928.1_4200|0|1,1,1
141031|GCF_030521005.1|NZ_JASBOS010000009.1_cds_WP_172401805.1_3028|0|1,1,1
732807|GCF_021531105.1|NZ_JAFBIN010000008.1_cds_WP_235398109.1_2238|0S|1,1,1
552028|GCF_011858205.1|NZ_QAEF01000001.1_cds_WP_167645096.1_3560|0|2,2,2
472923|GCF_003439255.1|NZ_QSVB01000014.1_cds_WP_005339758.1_798|0|-2,1,-2
431005|None|CP137817.1_cds_WPB46289.1_167|0S|1,1,1
274124|None|CP014267.1_cds_AMF84749.1_661|0|-1,-1,-1
36427|GCF_011764425.1|NZ_BLPF01000003.1_cds_WP_173065248.1_7156|0|3,3,3
941410|None|PRDS01000002.1_cds_PPB81827.1_1012|0|-1,-1,-1
941385|None|PRDS01000002.1_cds_PPB81720.1_905|0|1,1,1
759344|GCF_900205965.1|NZ_OAOF01000021.1_cds_WP_097006264.1_5081|0|-3,-3,-3
230200|None|QVLY01000002.1_cds_RGE88171.1_1172|0|-3,-3,-3
318253|None|CP039766.1_cds_QHR20604.1_236|0S|2,2,2
955743|None|JADYTY010000019.1_cds_MCF2601391.1_474|0|-3,-3,-3
57062|None|JBBGZH010000001.1_cds_MEJ5020226.1_2128|0|1,1,1
812752|None|CP116499.1_cds_WMC20200.1_152|0|3,3,3
760834|None|JANGDO010000001.1_cds_MCQ5255742.1_163|0|-1,-1,-1
347736|None|CP107525.1_cds_UZW64790.1_354|0|2,2,2
657472|GCF_963668235.1|NZ_OY764158.1_cds_WP_319477540.1_633|0|1,1,1
319936|None|CP039766.1_cds_QHR20728.1_373|0S|1,1,1
695441|GCF_016862495.1|NZ_BONB01000006.1_cds_WP_116067198.1_1331|0|3,3,3
893791|GCF_014218805.1|NZ_JACJUV010000004.1_cds_WP_185236065.1_3809|0|-3,-3,-3
296323|GCF_014698755.1|NZ_JACJTO010000005.1_cds_WP_190385063.1_2966|0|1,1,1
854209|GCF_003576365.1|NZ_QWGS01000303.1_cds_WP_119435263.1_2185|0|1,1,1
437401|None|JABZFC010000001.1_cds_MBW0595757.1_40|0S|-2,-2,-2
100528|GCF_018128945.1|NZ_CP068393.1_cds_WP_093957104.1_1665|0S|-1,-1,-1
342524|GCF_024436435.1|NZ_JAFMZP010000007.1_cds_WP_256012535.1_4072|0|1,1,1
34996|GCF_011764425.1|NZ_BLPF01000001.1_cds_WP_218578556.1_71|0|-3,-3,-3
625771|None|ANMO01000216.1_cds_EMB14366.1_4788|0|3,3,3
255330|GCF_947487585.1|NZ_CANKXH010000008.1_cds_WP_271911410.1_2356|0|2,2,2
887878|None|GG770225.1_cds_EFG27110.1_1209|0|1,1,1
586281|GCF_032586155.1|NZ_JAWHTC010000002.1_cds_WP_316298516.1_1291|0|2,2,2
342730|GCF_024436435.1|NZ_JAFMZP010000008.1_cds_WP_256012778.1_4316|0|3,3,3
807049|None|JAATLK010000001.1_cds_NIZ47544.1_1239|0|-2,-2,-2
747189|GCF_000971155.1|NZ_BBLX01000010.1_cds_WP_062299298.1_503|0|-3,-3,-3
258830|GCF_004343035.1|NZ_SMCQ01000001.1_cds_WP_132226123.1_234|0|2,2,2
599682|None|CP001016.1_cds_ACB95689.1_2030|0|3,-3,3
443753|GCF_003350065.1|NZ_QLKV01000008.1_cds_WP_162797705.1_2247|0S|1,1,1
64519|GCF_030167915.1|NZ_JARGNB010000008.1_cds_WP_284619799.1_6278|0|1,1,1
560288|None|QWGS01000334.1_cds_RIJ54508.1_2335|0|-3,-3,-3
629728|None|JAAGKM010000003.1_cds_MBW1617596.1_1764|0|-2,-2,-2
753999|None|BAABHM010000016.1_cds_GAA4709992.1_3590|0|-1,-1,-1
11826|GCF_015561245.1|NZ_JADMTD010000014.1_cds_WP_202184109.1_512|0|2,2,2
568739|GCF_963899015.1|NZ_CAWQWL010000001.1_cds_WP_241544627.1_2498|0S|-2,-2,-2
903365|None|BAAAOL010000017.1_cds_GAA2147021.1_4446|0|-2,-2,-2
29394|GCF_000382125.1|NZ_KB907548.1_cds_WP_019669682.1_1565|0|-1,-1,-1
608796|GCF_014779565.1|NZ_JACXZU010000003.1_cds_WP_020002384.1_348|0|-1,-1,-1
477976|GCF_900107435.1|NZ_FNPZ01000001.1_cds_WP_217634267.1_472|0|3,3,3
96618|GCF_014287705.1|NZ_JACOOY010000010.1_cds_WP_186855889.1_1751|0|-2,-2,-2
770632|None|CP102272.1_cds_UWO74556.1_3392|0|-3,-3,-3
980199|GCF_009944335.1|NZ_CP039780.1_cds_WP_010874479.1_133|0|3,3,3
52989|GCF_037023755.1|NZ_CP146100.1_cds_WP_295148665.1_1590|0|2,2,2
440033|GCF_003319105.1|NZ_QOHH01000002.1_cds_WP_113833254.1_1993|0SS|-2,-2,-2
649328|GCF_024022975.1|NZ_CP096965.1_cds_WP_005844754.1_1973|0S|2,2,2
825543|None|GL891979.1_cds_EGK03128.1_761|0SSS|2,2,2
373876|None|FRBS01000005.1_cds_SHL79068.1_2332|0|2,2,2
396413|None|JAQLXA010000005.1_cds_MDB7950099.1_1500|0|2,2,2
439724|GCF_003319105.1|NZ_QOHH01000015.1_cds_WP_113835934.1_768|0S|-1,-1,-1
215806|GCF_016696765.1|NZ_CP065313.1_cds_WP_066590577.1_1800|0|-1,-1,-1
293391|GCF_014698755.1|NZ_JACJTO010000022.1_cds_WP_190386846.1_1374|0|2,2,2
141134|None|JAYGHV010000056.1_cds_MEA5468414.1_1189|0|-2,-2,-2
674197|None|JAGFNY010000002.1_cds_MBW7569557.1_280|0|1,1,1
745394|GCF_014290175.1|NZ_JACOOR010000004.1_cds_WP_186872044.1_1608|0|2,2,2
600405|None|CP001016.1_cds_ACB96804.1_3145|0|-2,-2,-2
817461|GCF_009707485.1|NZ_CP046121.1_cds_WP_154683260.1_584|0|3,3,3
839531|GCF_004342725.1|NZ_SMCP01000017.1_cds_WP_132968185.1_2457|0|-1,-1,-1
301590|GCF_028327585.1|NZ_JAQMLR010000006.1_cds_WP_009244456.1_2824|0|-2,-2,-2
895681|None|JBDZDO010000003.1_cds_MEP9349746.1_2462|0|-3,-3,-3
740150|None|JAATEJ010000027.1_cds_NJP47121.1_3585|0S|-2,-2,-2
661905|None|FWZT01000013.1_cds_SMF42606.1_3485|0S|-2,-2,-2
484768|None|CP058707.1_cds_QLH44811.1_756|0S|-3,-3,-3
751034|GCF_030282825.1|NZ_JASTZU010000051.1_cds_WP_285933273.1_3185|0|2,2,2
507271|GCF_001648175.1|NZ_CP015243.1_cds_WP_064123902.1_3524|0|1,1,1
431540|None|CP137817.1_cds_WPB46923.1_801|0S|2,2,2
570664|None|BMFC01000001.1_cds_GGB94320.1_871|0S|3,3,3
3554|None|MKIR01000004.1_cds_OFI49911.1_474|0|-1,-1,-1
623976|None|ANMO01000133.1_cds_EMB16143.1_3167|0S|2,2,2
554509|GCF_013283115.1|NZ_WBXW01000001.1_cds_WP_173484800.1_849|0|3,3,3
449091|GCF_014192335.1|NZ_JACHXU010000001.1_cds_WP_184300676.1_280|0S|1,-1,1
132129|None|JAMPKD010000018.1_cds_MEP0759431.1_3556|0|-2,-2,-2
377580|None|JANGBO010000019.1_cds_MCQ5062817.1_1385|0S|-2,-2,-2
628373|GCF_016809655.1|NZ_JADMIV010000002.1_cds_WP_044420802.1_320|0S|1,1,1
459255|None|CP081135.1_cds_UEL46986.1_2927|0SS|2,2,2
60535|None|CP116498.1_cds_WMC17383.1_142|0S|-1,-1,-1
15568|GCF_024532035.1|NZ_CP088266.1_cds_WP_407637330.1_2095|0S|-1,-1,-1
844099|GCF_000238055.2|NZ_KE148312.1_cds_WP_009534220.1_1590|0S|3,3,3
634866|None|BSDN01000017.1_cds_GLI20285.1_2098|0S|-1,-1,-1
576293|None|BMFC01000033.1_cds_GGC24124.1_4578|0|2,2,2
516787|None|VVZP01000021.1_cds_KAA5316066.1_1837|0|-3,-3,-3
409757|None|BLPF01000001.1_cds_GFJ77860.1_2040|0|-1,-1,-1
742529|None|VZCF01000038.1_cds_MQN43272.1_1660|0|3,3,3
630047|GCF_900240845.1|NZ_OERU01000004.1_cds_WP_101773612.1_152|0|3,3,3
984122|None|WBJM01000038.1_cds_MBM0156768.1_1836|0|2,2,2
714539|GCF_015356825.1|NZ_JAACYW010000108.1_cds_WP_194912533.1_573|0|3,-1,3
427304|GCF_015831345.1|NZ_JADWYS010000001.1_cds_WP_196986132.1_1875|0S|-1,-1,-1
453499|GCF_011044175.1|NZ_CP049057.1_cds_WP_164679175.1_1207|0|-1,-1,-1
607550|None|JAKNFZ010000020.1_cds_MCG4755620.1_1314|0|2,2,2
390419|None|BGZJ01000001.1_cds_GBO93688.1_1042|0S|1,1,1
733032|None|JASOKU010000005.1_cds_MDK6830073.1_23|0S|-1,-1,-1
962281|None|JADYTY010000003.1_cds_MCF2600409.1_1466|0S|3,3,3
603745|GCF_022136625.1|NZ_JAKNFO010000001.1_cds_WP_147564315.1_139|0|2,2,2
948231|None|QRQK01000022.1_cds_RHM95261.1_1415|0|3,3,3
498282|GCF_028736955.1|NZ_JAQZDX010000002.1_cds_WP_274263172.1_228|0|1,1,1
233491|None|QVLY01000003.1_cds_RGE87516.1_1916|0S|-1,-1,-1
441736|GCF_003350065.1|NZ_QLKV01000014.1_cds_WP_240311135.1_823|0|1,1,1
14430|GCF_024532035.1|NZ_CP088266.1_cds_WP_012298603.1_996|0S|3,3,3
649797|None|JBBMEK010000001.1_cds_MEQ2363516.1_41|0S|1,1,1
409320|GCF_000015325.1|NC_008752.1_cds_WP_011795162.1_2091|0|1,1,1
507374|GCF_001648175.1|NZ_CP015243.1_cds_WP_064124117.1_3805|0|3,3,3
434058|None|CP137817.1_cds_WPB50172.1_4050|0S|-3,-3,-3
537137|GCF_025148285.1|NZ_CP102268.1_cds_WP_207645541.1_2542|0|2,2,2
350348|GCF_008370495.1|NZ_VTUX01000003.1_cds_WP_149611075.1_2242|0|-2,-2,-2
339973|GCF_024436435.1|NZ_JAFMZP010000001.1_cds_WP_256009450.1_1230|0S|3,3,3
186714|GCF_032164355.1|NZ_CP134402.1_cds_WP_313795477.1_2012|0|-3,-3,-3
542886|GCF_026427675.1|NZ_CP107525.1_cds_WP_372715347.1_358|0|3,3,3
183299|None|JAWHTC010000001.1_cds_MDU8926886.1_1138|0|2,2,2
617153|None|JAHUTS010000034.1_cds_MBV7300695.1_3081|0|3,3,3
246524|None|JADWYS010000001.1_cds_MBG9389790.1_3418|0|1,1,1
321582|None|CP039766.1_cds_FA943_02625_495|0|-1,1,-1
431985|None|CP137817.1_cds_WPB47536.1_1414|0|2,2,2
799809|GCF_002893245.1|NZ_NJHY01000052.1_cds_WP_006278786.1_3577|0|-2,-2,-2
887485|None|GG770225.1_cds_EFG26538.2_620|0S|3,3,3
543768|GCF_026427675.1|NZ_CP107525.1_cds_WP_154221611.1_731|0|3,3,3
255964|GCF_028655935.1|NZ_JAQTIT010000001.1_cds_WP_273571929.1_77|0|-2,-2,-2
891885|GCF_014218805.1|NZ_JACJUV010000001.1_cds_WP_185233398.1_1753|0S|2,2,2
67533|None|JABCJD010000005.1_cds_NVO28063.1_2862|0|2,3,2
263722|None|QRWQ01000009.1_cds_RGT38081.1_3373|0|-2,3,-2
228319|None|QVLY01000010.1_cds_RGE84919.1_665|0|2,2,2
355373|None|QRMN01000015.1_cds_RHJ77961.1_924|0S|2,2,2
66257|None|FOQY01000035.1_cds_SFK78884.1_4368|0|2,2,2
227861|None|QVLY01000001.1_cds_RGE89572.1_558|0|-3,-3,-3
932954|GCF_030545435.1|NZ_JAUOMA010000008.1_cds_WP_005838936.1_3679|0|-2,-2,-2
659547|None|JAHOBK010000026.1_cds_MBV3177258.1_1450|0|2,2,2
268099|GCF_009810475.1|NZ_BLHI01000004.1_cds_WP_010874606.1_512|0|1,1,1
241845|None|BKAG01000066.1_cds_GEP45994.1_5285|0|-2,-2,-2
732654|GCF_021531105.1|NZ_JAFBIN010000006.1_cds_WP_235416409.1_2076|0|1,1,1
658968|None|JAHOBK010000001.1_cds_MBV3175041.1_899|0S|3,3,3
246246|None|JADWYS010000001.1_cds_MBG9389027.1_2649|0S|-2,-2,-2
489104|None|CP141041.1_cds_WQQ16462.1_331|0|3,3,3
291873|GCF_014698755.1|NZ_JACJTO010000013.1_cds_WP_190386144.1_513|0S|2,2,2
1908|GCF_014203275.1|NZ_JACHIP010000002.1_cds_WP_184214834.1_1350|0|3,3,3
616187|None|JAHUTS010000012.1_cds_MBV7299131.1_762|0|3,3,3
177538|GCF_018860285.1|NZ_JAHKPC010000057.1_cds_WP_215961940.1_953|0|-2,-2,-2
327197|GCF_001807725.1|NZ_KV790849.1_cds_WP_070444339.1_595|0|3,3,3
149352|GCF_012933545.1|NZ_JAADJU010000017.1_cds_WP_169405483.1_1816|0|3,3,3
465879|GCF_002777875.1|NZ_MEIW01000127.1_cds_WP_100117182.1_2147|0|1,1,1
334667|GCF_023668705.1|NZ_JAMOXJ010000050.1_cds_WP_032945147.1_3582|0|-2,-3,-2
220275|None|JANDJP010000011.1_cds_MDF9914341.1_127|0|3,3,3
372897|None|FRBS01000002.1_cds_SHL35672.1_1815|0|1,1,1
934975|GCF_019801075.1|NZ_JAHVJS010000003.1_cds_WP_261385465.1_3742|0|-1,-1,-1
619097|None|CP141030.2_cds_WQQ07998.2_5|0|-3,-3,-3
11750|GCF_015561245.1|NZ_JADMTD010000012.1_cds_WP_118758657.1_352|0|-3,3,-3
165932|None|JAASRU010000008.1_cds_NIK12389.1_1754|0|-2,-2,-2
337461|None|CAQM01000893.1_cds_CCQ64460.1_4869|0S|1,1,1
712951|GCF_902363855.1|NZ_CABJBQ010000006.1_cds_WP_118028494.1_573|0|1,1,1
141952|GCF_003436805.1|NZ_QSQQ01000014.1_cds_WP_173822066.1_796|0|-1,-1,-1
218487|None|CP101517.1_cds_UTV35610.1_2708|0|1,1,1
560878|None|CP021129.1_cds_AWL84314.1_523|0SS|2,2,2
552163|GCF_011858205.1|NZ_QAEF01000005.1_cds_WP_167646063.1_4005|0|3,3,3
652|None|JARMTQ010000018.1_cds_MED3839500.1_2649|0|2,2,2
891295|GCF_014218805.1|NZ_JACJUV010000001.1_cds_WP_185232271.1_1144|0|-2,-2,-2
31926|GCF_015903855.1|NZ_JACZDT010000002.1_cds_WP_312035281.1_2227|0|3,3,3
418288|GCF_021891195.1|NZ_JAKKXK010000038.1_cds_WP_005851622.1_2587|0|2,2,2
804326|GCF_029542625.1|NZ_CP120733.1_cds_WP_277733174.1_731|0|1,1,1
222743|None|JANDJP010000005.1_cds_MDF9913789.1_1971|0|3,-1,3
436456|None|NBXE01000019.1_cds_RFA27657.1_1569|0S|-3,-3,-3
229302|None|QVLY01000014.1_cds_RGE84479.1_923|0|2,2,2
144662|GCF_016587375.1|NZ_BNJG01000003.1_cds_WP_201375113.1_7109|0|-2,-2,-2
561359|GCF_008180855.1|NZ_VTEY01000001.1_cds_WP_148967375.1_232|0|-3,-3,-3
871003|None|CP050848.1_cds_QNN22987.1_2405|0|-2,-2,-2
501523|GCF_019550935.1|NZ_JAHWCK010000001.1_cds_WP_220342119.1_793|0|-2,-2,-2
35729|GCF_011764425.1|NZ_BLPF01000001.1_cds_WP_246273613.1_3779|0|-3,-3,-3
244887|GCF_022602235.1|NZ_JAKZKG010000007.1_cds_WP_214217483.1_2811|0|3,3,3
371370|None|FRBS01000001.1_cds_SHL12892.1_1003|0|-2,-2,-2
310897|None|PIWO01000002.1_cds_PKE59600.1_1251|0|-3,-3,-3
